Feature,Importance
AATSC3s_ligand,0.0004339008157179
AATSC0are_product,0.000431886523637
VE3_Dzare_aryl,0.0004316247031005
MATS6se_product,0.0004285718526495
MIC0_product,0.0004279533479134
BIC1_base,0.0004277639566433
GATS2p_ligand,0.0004270457681252
MATS1i_ligand,0.0004251881214907
ATS5dv_aryl,0.0004249980451765
GATS3Z_additive,0.0004241857567005
AATSC4s_aryl,0.0004238610765255
AETA_eta_F_aryl,0.0004237646002983
SaaN_aryl,0.0004231847313995
ATSC3c_additive,0.0004228168608954
BCUTare-1l_base,0.0004199103820782
IC2_base,0.0004198369966248
AATS0pe_product,0.0004196588176451
ATSC3c_base,0.0004180006479302
ATSC7Z_product,0.0004172283758764
VE3_Dzpe_aryl,0.0004158967588433
AATSC6s_base,0.000415889109877
MATS7m_product,0.0004151263535072
MATS7dv_ligand,0.0004144285905199
ATSC8pe_ligand,0.0004143050468571
MATS8Z_product,0.0004142731171389
AATS5i_base,0.0004137899012631
ATSC3Z_base,0.0004133419374202
ATSC2i_additive,0.0004132407235029
VE2_Dzp_base,0.0004113056632281
MINaaCH_additive,0.0004104612718707
AATS0v_base,0.0004088546216009
GATS3d_additive,0.0004077825246568
AATSC0dv_base,0.0004066877639421
SIC1_base,0.000406367576925
ATSC1p_base,0.000405963867121
AATSC6c_base,0.0004057868153705
AATSC1p_ligand,0.0004050011113738
SIC4_ligand,0.0004024212391454
AATSC0pe_product,0.0004023642791064
ATSC3c_ligand,0.0003999869644216
BCUTpe-1l_base,0.0003995334909806
ATS1dv_base,0.0003983415677667
BCUTdv-1h_additive,0.0003980306322674
AATS3s_product,0.0003979794803016
GATS4s_additive,0.0003978051463047
ETA_dAlpha_B_product,0.0003974765392943
BCUTm-1h_product,0.000397269839832
GATS4dv_aryl,0.0003966266337777
VR1_Dzp_aryl,0.0003951812386405
VE2_A_base,0.0003948617348304
AATSC7se_base,0.0003942302227685
BCUTse-1h_additive,0.0003942286397037
ATSC3v_base,0.0003912167144801
MATS3i_ligand,0.0003909772020432
ATSC8dv_ligand,0.0003907061227213
SpMAD_A_base,0.0003906802916788
ETA_beta_aryl,0.0003896823729376
ATS3dv_aryl,0.0003873408669199
AATS0p_ligand,0.0003873256482693
ATSC8v_ligand,0.0003858755516002
AATSC1p_base,0.0003856290968097
SaaCH_ligand,0.0003848539523193
AATSC7d_base,0.0003846916220669
MATS8are_ligand,0.0003844878050987
Mse_base,0.0003839859382776
AATSC0s_aryl,0.0003834175099719
MINsCH3_base,0.0003831171074906
MATS8p_ligand,0.0003829042309364
ATSC5p_additive,0.0003822730671071
MATS7pe_ligand,0.0003820569707933
Mv_base,0.0003818481313755
AATSC5are_additive,0.0003816768155848
AATSC5pe_additive,0.0003799225478413
SIC3_ligand,0.0003798014554456
SssCH2_base,0.0003792105434424
ATSC8are_ligand,0.0003790747389284
MATS7se_base,0.0003785019374168
GATS4v_additive,0.0003774133485246
AATSC0c_product,0.0003773844166015
AETA_eta_additive,0.0003767545692584
ATSC4d_base,0.0003765317256331
AETA_beta_s_base,0.0003762099154236
AATSC7Z_base,0.0003756587771976
AATS3Z_product,0.0003756308276941
ATSC6pe_base,0.0003755841087503
MINaaCH_ligand,0.0003731889122401
AATSC8c_product,0.0003720683653833
AATS0dv_base,0.0003714029809126
MATS7i_base,0.0003708261009697
AATSC5m_ligand,0.0003705441464
AMID_base,0.0003699914856197
AATSC6m_base,0.0003673349577044
AATSC7dv_base,0.0003672700607182
MATS6se_base,0.0003669430994221
piPC7_base,0.0003664604293188
AATS7are_product,0.0003657422249825
AATS4se_product,0.0003655627682256
ATSC3dv_additive,0.0003651535440748
IC0_product,0.0003648607215555
AATSC1c_additive,0.0003645156007371
AATS1se_base,0.0003639402159937
SpAbs_Dzp_product,0.0003630592507576
ATS7Z_product,0.0003630094097957
AATS3p_product,0.000362741525773
RNCG_additive,0.0003625875948013
ATSC6c_base,0.0003615516222227
VSA_EState2_base,0.000360545841491
ATSC1v_base,0.0003595379396507
ATS4dv_additive,0.0003581083566694
AATSC5Z_ligand,0.0003577449886995
ATSC5Z_base,0.0003570485374548
GATS3dv_ligand,0.000357034249254
MATS6s_base,0.0003568175754859
AATSC7v_ligand,0.0003565111716574
SM1_Dzse_product,0.0003556864902988
MATS5c_aryl,0.0003554567882609
ATS2s_aryl,0.0003553369868425
C1SP3_base,0.0003551700026931
ATSC7dv_ligand,0.0003547592729281
ATSC6are_base,0.0003542780922309
AATS2are_product,0.0003541076962652
VR3_Dzp_aryl,0.0003540945501709
AATSC7m_product,0.0003535774357561
ATSC0c_product,0.0003535101201366
AATSC7Z_ligand,0.0003532077153082
MATS5p_ligand,0.0003528367925551
BCUTd-1l_base,0.0003511602628966
MATS7Z_ligand,0.0003508900962635
SIC0_base,0.0003507788030798
Xc-3dv_additive,0.0003503801853078
VSA_EState5_additive,0.0003501472719407
AATSC2v_additive,0.0003492622146939
MATS6c_base,0.000349247559113
AATSC8m_ligand,0.000348414625709
MATS5Z_base,0.0003468320754631
SpMAD_Dzp_aryl,0.0003466988991219
ATSC4se_aryl,0.0003444360887537
MAXsssN_base,0.0003431710519278
MATS7m_ligand,0.0003418827665833
AETA_eta_RL_base,0.0003414781993801
ZMIC2_aryl,0.0003412359248815
VE3_Dzse_aryl,0.0003407750544841
MATS3i_base,0.0003407669731331
AATS5i_ligand,0.0003407074106797
AETA_eta_RL_ligand,0.0003401839511139
AETA_beta_base,0.0003401034595774
AATSC6d_base,0.0003400472224948
AMID_C_base,0.0003396488832757
EState_VSA4_additive,0.0003387348718667
LogEE_Dzv_aryl,0.0003380433638848
GATS3m_additive,0.0003374146150155
SlogP_VSA10_additive,0.0003372426824414
ATSC3i_additive,0.0003366813765923
ATSC1c_base,0.0003366476223008
ATS2dv_aryl,0.0003365055104571
AXp-1dv_ligand,0.0003361843696566
SIC3_base,0.0003334716571823
MDEC-22_ligand,0.0003328486701603
AATSC8pe_ligand,0.0003325612869963
ATSC2c_additive,0.0003325553665255
AATS3se_product,0.0003323147736431
MATS1c_base,0.0003322314104977
Mare_base,0.0003320732720148
BCUTse-1l_ligand,0.0003310847553306
ATSC5v_base,0.0003309480446198
GATS4i_base,0.0003279642430847
GATS2c_additive,0.0003272335301448
ETA_epsilon_3_base,0.0003268910557238
ETA_dAlpha_B_base,0.0003265973654923
AATS8pe_product,0.0003259794087792
MATS2i_product,0.0003250347263832
ATSC8s_product,0.0003240804333748
RPCG_base,0.0003240776979133
AATSC1i_base,0.0003235371276781
MINsssN_base,0.0003234156584595
AATSC7i_base,0.0003229881433141
MATS1c_additive,0.0003228303037928
fragCpx_base,0.0003215665583906
ATSC5m_ligand,0.0003214063233558
MATS5m_base,0.0003212979291775
MATS3m_base,0.0003212551271644
MATS2v_additive,0.0003209372571205
MATS3Z_ligand,0.0003202176261812
MATS1i_base,0.0003200408433171
AATSC3dv_additive,0.0003199729828023
GATS2d_ligand,0.0003199501818984
BCUTdv-1l_base,0.000319543339999
MATS6m_base,0.0003189583340897
BIC2_base,0.0003172127198363
AATSC7v_base,0.0003169771709665
AATSC6se_base,0.0003166841470949
SdssC_base,0.0003164607962753
AETA_eta_F_product,0.000316182261963
AATSC0c_base,0.0003160012429793
BIC4_ligand,0.0003158475862445
IC4_base,0.0003158253086617
AATS1are_base,0.0003153741322065
SM1_Dzare_product,0.0003150732987736
BCUTc-1l_ligand,0.0003147745978424
AATSC1v_base,0.0003145765679173
AMID_N_additive,0.0003143771626524
ETA_beta_s_aryl,0.0003137333405445
MATS1c_ligand,0.0003126673446942
AATS3are_product,0.000312664297833
AATSC0s_product,0.0003114529306682
ATSC5m_base,0.0003113123494833
MATS2c_additive,0.0003099018567757
GATS4m_base,0.0003098644722551
AATSC3p_base,0.0003097709867455
AATSC1s_base,0.0003093213499023
AATSC3v_base,0.000309038856338
PEOE_VSA8_base,0.0003090212600402
MATS7d_base,0.0003087095169241
ATSC1i_base,0.0003068542495508
ATSC6dv_base,0.0003068469702696
BCUTs-1h_base,0.000306313931524
AATSC5Z_base,0.0003054383330335
ATSC6se_aryl,0.000304774232528
AATS8se_product,0.0003046182067083
AATS2pe_product,0.0003031959839235
MATS1s_base,0.0003029554933666
MATS7s_base,0.0003027359557088
AATS8s_product,0.000302567431319
GATS2m_base,0.000301693308561
AATS3pe_product,0.0003011278170391
AATSC5m_base,0.0002999945578408
AATSC5c_additive,0.0002993917044842
AATS3are_aryl,0.0002987637297828
VE2_Dzpe_base,0.000298256493268
ATSC1c_product,0.0002979051278138
AATS2i_aryl,0.0002977001920748
AATSC6pe_base,0.000297415440465
EState_VSA6_additive,0.0002961289103862
GATS3i_additive,0.0002959404399121
AATSC1s_additive,0.0002949506334281
ATSC2i_product,0.0002940462504165
MATS7Z_product,0.000293425972581
MATS4p_additive,0.0002914155561546
MATS7dv_product,0.0002908710255827
AATS2dv_additive,0.0002903338659379
ATSC1c_additive,0.0002900030355947
ATSC4v_additive,0.0002897654281078
AATSC6Z_base,0.0002896090924983
GATS4Z_additive,0.0002893809149276
MATS3c_base,0.0002892805112968
MINsCH3_ligand,0.0002888636436253
AATS2are_base,0.0002880160486307
ATSC4dv_additive,0.0002876094921234
GATS4m_additive,0.0002873919339368
MATS6Z_base,0.0002873595829421
MATS8m_product,0.0002872376588741
AATSC4i_additive,0.0002862142867649
VSA_EState4_ligand,0.0002855546435216
GATS2i_base,0.0002846402330058
BIC0_base,0.0002844472556834
MATS6pe_base,0.0002843430991335
SpMax_Dzp_aryl,0.0002838322176198
AATS0d_base,0.0002834901385842
MATS5c_additive,0.0002833260823687
AATSC4dv_product,0.0002832732622677
GATS2v_base,0.0002820710365401
VE2_Dzm_base,0.0002820688454967
BCUTZ-1h_product,0.0002820035894693
AATS2Z_aryl,0.0002817143817415
AATSC4v_aryl,0.0002810340817701
AATS2se_product,0.0002809667359348
MATS7Z_base,0.0002807921609324
VE2_Dzv_base,0.0002793791327887
Xp-7d_base,0.0002791434087287
AATSC7m_base,0.0002791171181579
MATS3p_base,0.0002788930564715
MATS6d_base,0.0002788258260212
GATS4are_additive,0.0002781429677899
BCUTdv-1h_product,0.0002778408514491
MATS8Z_ligand,0.0002774123288838
ATSC8i_ligand,0.0002772577498719
GATS3dv_additive,0.0002770590811414
VR2_Dzp_aryl,0.000276947841819
VE2_Dzare_base,0.0002764588061141
ATSC8m_ligand,0.0002757005833607
AATS0pe_base,0.0002752528778098
GATS4p_base,0.0002749682627559
ATSC3d_additive,0.0002749245103173
AATSC3m_base,0.0002747417422479
AATS0se_base,0.0002745190030772
SM1_DzZ_product,0.0002727480481303
AATS3v_aryl,0.000272315734585
BCUTare-1h_product,0.0002718744522162
AATSC4p_additive,0.0002713839427542
LogEE_Dzp_aryl,0.0002710182326216
MATS3Z_base,0.0002706869903566
AATS1are_product,0.0002706154693699
GATS2Z_base,0.000270275054562
GATS4v_aryl,0.0002701171215059
AATSC6dv_base,0.0002700337344477
GATS5dv_ligand,0.0002692128665399
AATS1v_base,0.000267606753384
BCUTs-1l_base,0.0002673227794476
ATSC7i_additive,0.0002666518907567
AATSC5se_additive,0.0002666516683291
VSA_EState3_additive,0.0002666456350094
AATS3i_base,0.0002659326438821
MATS7dv_base,0.0002657667652309
fragCpx_aryl,0.0002657300835125
BCUTm-1l_aryl,0.0002656214306745
MIC4_base,0.0002654389425111
GATS2v_product,0.0002654064153138
MATS3v_aryl,0.0002649363670049
AATSC4dv_additive,0.0002647561237518
GATS5p_ligand,0.0002638198219186
ATSC0s_aryl,0.0002638071368337
MATS4i_additive,0.0002636913810924
MATS1p_ligand,0.0002633181663549
GATS6v_ligand,0.0002625698999246
ATSC8Z_product,0.0002624380377948
GATS4d_additive,0.0002620547136256
MATS3d_aryl,0.0002620450583211
GATS4v_base,0.000261715416423
BCUTZ-1l_aryl,0.0002616513841867
AATSC4are_aryl,0.0002608739474125
AATSC8Z_ligand,0.0002601231756782
ATSC4p_aryl,0.0002600593664843
AATS2v_base,0.0002600510223952
SpMax_Dzp_product,0.0002597838882976
AATS8s_ligand,0.0002597322467319
AATS2m_additive,0.0002596350613068
ETA_epsilon_1_base,0.0002584550027397
GATS4c_additive,0.000256862220906
VE1_Dzi_aryl,0.0002566539220292
AATS1dv_ligand,0.0002566532549021
ATSC6se_additive,0.000255309820486
AATSC3i_base,0.0002547888144887
GATS8d_product,0.0002539528547119
BertzCT_product,0.0002534042301343
ATS0s_aryl,0.0002528822322142
ETA_shape_y_base,0.0002527155858951
GATS2p_product,0.0002526945080483
ATSC8p_ligand,0.0002526540887121
BCUTi-1l_base,0.0002525441344948
ATSC6pe_aryl,0.0002518677037339
VE1_Dzpe_product,0.0002518059818244
MINaaO_additive,0.0002505873279236
AATS5i_additive,0.0002499338624031
SpAD_Dzp_product,0.0002498103720047
AATS4m_aryl,0.000249771979189
GATS4p_aryl,0.0002494554595579
AATS1s_additive,0.0002493290478956
VSA_EState1_product,0.0002476805437284
AATSC7p_base,0.0002470705784724
AATSC6are_base,0.000247004846321
SpAbs_Dzp_aryl,0.0002460439402
ATSC1c_aryl,0.0002456701541296
ATSC6se_base,0.0002449872453419
SaaCH_additive,0.0002447411962956
ATSC1dv_ligand,0.0002444481318374
AATSC7dv_product,0.0002440879350388
AATSC0i_base,0.0002437769917307
GATS4Z_ligand,0.000243424461603
MIC2_base,0.0002428997868648
Mp_aryl,0.0002425992718083
MATS3i_aryl,0.0002425612453534
ATSC5d_base,0.0002418928879876
AATSC7pe_base,0.0002417731676048
MATS4v_additive,0.0002415599570082
MATS6are_base,0.0002414963029644
GATS3v_aryl,0.000241351635394
GATS6are_product,0.0002412248159776
ATS2m_product,0.0002409554460483
VE2_Dzi_additive,0.0002400178339736
BCUTpe-1h_product,0.0002397897845859
BCUTse-1h_product,0.0002395087960739
JGI8_product,0.0002394196373654
MAXsCH3_base,0.0002382548054987
ATSC5i_additive,0.0002380891159106
BIC3_base,0.0002380724484804
VR2_Dzv_product,0.0002379303690696
MPC7_base,0.0002379129095117
VE1_Dzse_aryl,0.0002367769388983
AATSC6c_ligand,0.0002366975446118
IC1_base,0.0002353701977977
VR1_Dzv_aryl,0.000234088834032
ATSC6se_product,0.0002336934554213
ATS2Z_product,0.0002336799351733
VE3_Dzi_aryl,0.0002315169657169
ATSC1s_base,0.0002313838346171
GATS4pe_additive,0.0002309530034862
SlogP_VSA4_aryl,0.0002296548344843
ATSC4s_ligand,0.0002290548290974
AATS8d_product,0.0002288636971766
AATSC3c_base,0.0002280152129413
ATSC5pe_additive,0.0002279958107787
ATSC6Z_ligand,0.0002278221472429
SaaN_additive,0.0002272714930455
ATSC3m_base,0.0002268033767583
GATS2dv_aryl,0.0002257402574316
MIC3_base,0.0002256382971181
ATSC3i_base,0.0002255080209471
AATS4Z_aryl,0.0002253195009009
AATSC5d_base,0.000224944126903
VR2_Dzv_aryl,0.0002244549662004
AATSC0d_product,0.000224312094562
AATSC4v_ligand,0.0002240898889033
MATS5are_additive,0.0002237816363256
AATS7se_product,0.000223184682807
ATSC6v_additive,0.0002231410809388
AATS3p_additive,0.0002229020474727
ATS7se_base,0.0002228418354664
AATS5are_ligand,0.0002227512400682
MATS7pe_base,0.000222252277924
AATS1dv_additive,0.0002220157328413
AATSC5s_additive,0.0002218009051592
AATS2m_aryl,0.0002210720733016
ETA_beta_s_product,0.0002209637001762
ATS7m_product,0.0002207326253078
AATSC6pe_product,0.0002206751297732
AATSC6m_ligand,0.0002201616507904
MATS1p_base,0.0002196114824329
GATS4p_additive,0.0002195119365688
AATS3d_additive,0.0002179742614047
ZMIC3_ligand,0.0002178674551061
SaaO_additive,0.0002178422623565
MATS6dv_base,0.0002174276604997
GATS7m_ligand,0.0002171207444999
GATS4se_additive,0.000217119133306
AATS5s_aryl,0.0002170063955896
AATSC5c_aryl,0.0002169023138413
AATSC7are_base,0.0002168086319355
BIC4_base,0.0002167474627154
VE2_DzZ_base,0.0002167074591044
JGI9_ligand,0.0002164838866596
AATS3d_aryl,0.0002164127982278
AETA_eta_ligand,0.000215973365249
MATS7p_base,0.0002159519734081
MDEC-11_ligand,0.0002155503357567
GATS5p_additive,0.0002150657693204
ATSC4i_additive,0.0002149931921592
AATSC3Z_base,0.0002144196719124
AATSC6are_ligand,0.000214054064483
VE3_DzZ_product,0.0002138574545183
ATSC4i_ligand,0.000213187034504
AATS6p_base,0.0002127762992856
BCUTdv-1h_ligand,0.0002120088884192
AATSC1c_ligand,0.0002119228023611
AATSC6s_product,0.0002097543537667
AATSC0v_base,0.0002087059985182
Mi_aryl,0.0002070939196416
GATS3s_additive,0.0002069328365037
ZMIC1_aryl,0.0002067239941632
MATS1v_base,0.0002067100043076
VE2_Dzi_base,0.0002066245491466
MATS4Z_base,0.0002063479022194
CIC2_ligand,0.0002052596653031
AATSC6m_product,0.0002052112616596
AATS7pe_product,0.0002050075836204
GATS3se_aryl,0.0002037247694509
ATSC3p_base,0.0002035817492734
